Tag #,Site ,Disturbance_Level,Coral species,2014,2015a_pre,2015a_post,2015b,2015c,2016a,2016b,2017,2018,2019,2014,2015a_pre,2015a_post,2015b
826,5,VERYLOW,Hydnophora microconos,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,barely alive,dead,NA,NA,NA,NA,NA,NA,1
827,5,VERYLOW,Porites lobata,NA,NA,NA,bleaching2,bleaching2,bleaching2,dead,NA,NA,NA,NA,NA,NA,1
828,5,VERYLOW,Montipora foliosa,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
829,5,VERYLOW,Favia matthai,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,barely alive,dead,NA,NA,NA,NA,NA,NA,1
830,5,VERYLOW,Pocillopora eydouxi,NA,NA,NA,sampled,sampled,NA,NA,NA,NA,NA,NA,NA,NA,sampled
831,5,VERYLOW,Porites lobata,NA,NA,NA,bleaching2,bleaching2,bleaching2,NA,2017samples,sampled,sampled,NA,NA,NA,1
832,5,VERYLOW,Montipora foliosa,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
833,5,VERYLOW,Pocillopora eydouxi,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
834_947_1437,5,VERYLOW,Porites lobata,NA,NA,NA,bleaching2,bleaching2,bleaching2,bleaching2,NA,NA,sampled,NA,NA,NA,1
835,5,VERYLOW,Montipora foliosa,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
836,5,VERYLOW,Pocillopora eydouxi,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
837,5,VERYLOW,Porites lobata,NA,NA,NA,sampled,sampled,NA,NA,NA,NA,NA,NA,NA,NA,sampled
838,5,VERYLOW,Montipora foliosa,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
839,5,VERYLOW,Porites lobata,NA,NA,NA,bleaching2,bleaching2,bleaching2,bleaching2,NA,NA,NA,NA,NA,NA,1
839b,5,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,NA,NA,NA,NA
840,5,VERYLOW,Montipora foliosa,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
841,34,MED,Montipora foliosa,NA,NA,NA,compartment,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
842_1090,34,MED,Porites lobata,NA,NA,NA,compartment,bleaching2,bleaching2,bleaching2,2017samples,NA,sampled,NA,NA,NA,1
843,34,MED,Pocillopora eydouxi,NA,NA,NA,compartment,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
844,34,MED,Favites pentagona,NA,NA,NA,platy,platy/bleaching2,platy,bleaching2,2017samples,sampled,sampled,NA,NA,NA,1
845,34,MED,Favia sp,NA,NA,NA,compartment,sampled,gone,NA,NA,NA,NA,NA,NA,NA,1
846,34,MED,Hydnophora microconos,NA,NA,NA,compartment,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
847,34,MED,Porites lobata,NA,NA,NA,compartment,sampled,gone,NA,NA,NA,NA,NA,NA,NA,1
848,34,MED,Pocillopora eydouxi,NA,NA,NA,compartment,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
849,34,MED,Montipora foliosa,NA,NA,NA,compartment,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
850,34,MED,Platygyra sp,NA,NA,NA,platy,platy,platy,bleaching2,NA,NA,NA,NA,NA,NA,1
851,34,MED,Favia sp,NA,NA,NA,compartment,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
852,34,MED,Pocillopora eydouxi,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,NA,dead,NA,NA,NA,NA,NA,NA,1
853,34,MED,Porites lobata,NA,NA,NA,bleaching2,bleaching2,bleaching2,bleaching2,2017samples,NA,NA,NA,NA,NA,1
853b_1193,34,MED,Porites lobata,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,NA,NA,NA,NA
854_1193,34,MED,Favia matthai,NA,NA,NA,compartment,bleaching3_2018run,NA,NA,2017samples,sampled,sampled,NA,NA,NA,1
855,34,MED,Montipora foliosa,NA,NA,NA,sampled,bleaching2,gone,NA,NA,NA,NA,NA,NA,NA,sampled
856,34,MED,Favites pentagona,NA,NA,NA,platy,platy,dead,NA,NA,NA,NA,NA,NA,NA,1
857,34,MED,Platygyra sp,NA,NA,NA,platy,platy,bleaching3_2018run,bleaching3_2018run,2017samples,sampled,sampled,NA,NA,NA,1
858,34,MED,Pocillopora eydouxi,NA,NA,NA,sampled,NA,gone,NA,NA,NA,NA,NA,NA,NA,sampled
859,34,MED,Porites lobata,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,barely alive,barely alive,barely alive,NA,barely alive,NA,NA,NA,1
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
861,19,VERYLOW,Pocillopora eydouxi,NA,NA,NA,NA,sampled,NA,dead or gone,NA,NA,NA,NA,NA,NA,NA
862,19,VERYLOW,Porites lobata,NA,NA,NA,NA,bleaching3_2018run,NA,dead,NA,NA,NA,NA,NA,NA,NA
863,19,VERYLOW,Montipora foliosa,NA,NA,NA,NA,sampled,NA,dead or gone,NA,NA,NA,NA,NA,NA,NA
864,19,VERYLOW,Montipora foliosa,NA,NA,NA,NA,sampled,NA,dead or gone,NA,NA,NA,NA,NA,NA,NA
865,19,VERYLOW,Porites lobata,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA,NA
866,19,VERYLOW,Pocillopora eydouxi,NA,NA,NA,NA,sampled,NA,dead or gone,NA,NA,NA,NA,NA,NA,NA
867,19,VERYLOW,Porites lobata,NA,NA,NA,NA,bleaching3_2018run,NA,barely alive,2017samples,NA,NA,NA,NA,NA,NA
868,19,VERYLOW,Pocillopora eydouxi,NA,NA,NA,NA,sampled,NA,dead or gone,NA,NA,NA,NA,NA,NA,NA
869,19,VERYLOW,Montipora foliosa,NA,NA,NA,NA,sampled,NA,dead or gone,NA,NA,NA,NA,NA,NA,NA
870,19,VERYLOW,Porites lobata,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
880,8,MED,Porites lobata,NA,NA,NA,NA,bleaching2,bleaching2,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
881,8,MED,Pocillopora eydouxi,NA,NA,NA,NA,sampled,dead,NA,NA,NA,NA,NA,NA,NA,NA
882,8,MED,Pocillopora eydouxi,NA,NA,NA,NA,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,NA
883,8,MED,Porites lobata,NA,NA,NA,NA,bleaching3_2018run,barely alive,dead,NA,NA,NA,NA,NA,NA,NA
884,8,MED,Porites lobata,NA,NA,NA,NA,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,NA
885,8,MED,Pocillopora eydouxi,NA,NA,NA,NA,sampled,gone,NA,NA,NA,NA,NA,NA,NA,NA
886,8,MED,Porites lobata,NA,NA,NA,NA,bleaching2,bleaching2,gone,NA,NA,NA,NA,NA,NA,NA
887,8,MED,Pocillopora eydouxi,NA,NA,NA,NA,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,NA
888,8,MED,Porites lobata,NA,NA,NA,NA,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,NA
889,8,MED,Pocillopora eydouxi,NA,NA,NA,NA,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,NA
890,8,MED,Pocillopora eydouxi,NA,NA,NA,NA,sampled,gone,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,32,VERYHIGH,Pocillopora eydouxi,NA,NA,NA,NA,NA,bleaching2,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,32,VERYHIGH,Montipora foliosa,NA,NA,NA,NA,NA,sampled,gone,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,32,VERYHIGH,Platygyra sp,NA,NA,NA,NA,NA,platy,NA,barely alive,NA,dead or gone,NA,NA,NA,NA
901_1271,32,VERYHIGH,Pocillopora eydouxi,NA,NA,NA,NA,NA,bleaching2,bleaching2,2017samples,sampled,NA,NA,NA,NA,NA
902,32,VERYHIGH,Favites pentagona,NA,NA,NA,NA,NA,platy,bleaching2,NA,NA,barely alive,NA,NA,NA,NA
903,32,VERYHIGH,favia sp,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,sampled,NA,NA,NA,NA,NA
904_1062,32,VERYHIGH,Hydnophora microconos,NA,NA,NA,NA,NA,bleaching3_2018run,barely alive,barely alive,NA,NA,NA,NA,NA,NA
905?_1308,8,MED,Porites lobata,NA,NA,NA,NA,NA,bleaching2,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
906,8,MED,Platygyra sp,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
907_1039?,8,MED,Hydnophora microconos,NA,NA,NA,NA,NA,bleaching2,bleaching2,2017samples,NA,sampled,NA,NA,NA,NA
908,8,MED,Porites lobata,NA,NA,NA,NA,NA,bleaching2,bleaching2,2017samples,sampled,NA,NA,NA,NA,NA
909,8,MED,Platygyra sp,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
910,8,MED,Hydnophora microconos,NA,NA,NA,NA,NA,bleaching2,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
911_1321_1355,8,MED,Favites pentagona,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
912,8,MED,Montipora foliosa,NA,NA,NA,NA,NA,sampled,NA,gone,NA,NA,NA,NA,NA,NA
913,8,MED,Porites lobata,NA,NA,NA,NA,NA,bleaching2,bleaching2,2017samples,NA,NA,NA,NA,NA,NA
913b,8,MED,Porites lobata,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,,,,
914,8,MED,Platygyra sp,NA,NA,NA,NA,NA,platy,gone,NA,NA,NA,NA,NA,NA,NA
915,8,MED,Porites lobata,NA,NA,NA,NA,NA,bleaching2,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
916,8,MED,favia sp,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,sampled,NA,NA,NA,NA,NA
917,8,MED,Porites lobata,NA,NA,NA,NA,NA,sampled,gone,NA,sampled,sampled,NA,NA,NA,NA
917b,8,MED,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
918,8,MED,Hydnophora microconos,NA,NA,NA,NA,NA,sampled,NA,NA,NA,sampled,NA,NA,NA,NA
919,8,MED,Platygyra sp,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,NA,NA,NA,NA,NA,NA
920,8,MED,favia sp,NA,NA,NA,NA,NA,platy,NA,NA,NA,NA,NA,NA,NA,NA
921,8,MED,favia sp,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
922,35,MED,Montipora foliosa,NA,NA,NA,NA,NA,bleaching2,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
923,35,MED,Porites lobata,NA,NA,NA,NA,NA,bleaching2,bleaching2,2017samples,sampled,NA,NA,NA,NA,NA
924,35,MED,Porites lobata,NA,NA,NA,NA,NA,bleaching2,bleaching2,NA,NA,sampled,NA,NA,NA,NA
925,35,MED,Platygyra sp,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
926,35,MED,Hydnophora microconos,NA,NA,NA,NA,NA,bleaching2,bleaching2,gone,NA,NA,NA,NA,NA,NA
927_1421,35,MED,favia sp,NA,NA,NA,NA,NA,platy,bleaching2,NA,NA,sampled,NA,NA,NA,NA
927b,35,MED,favia sp,NA,NA,NA,NA,NA,NA,NA,barely alive,,NA,,,,
928,35,MED,Platygyra sp,NA,NA,NA,NA,NA,platy,NA,NA,NA,NA,NA,NA,NA,NA
929,35,MED,Favites pentagona,NA,NA,NA,NA,NA,platy,NA,NA,sampled,sampled,NA,NA,NA,NA
930,35,MED,favia sp,NA,NA,NA,NA,NA,platy,bleaching2,NA,sampled,NA,NA,NA,NA,NA
931,35,MED,Porites lobata,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA
932,35,MED,Hydnophora microconos,NA,NA,NA,NA,NA,bleaching2,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
933_1427,35,MED,Platygyra sp,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
935,35,MED,Hydnophora microconos,NA,NA,NA,NA,NA,bleaching3_2018run,bleaching2,2017samples,NA,NA,NA,NA,NA,NA
936,27,VERYHIGH,Platygyra sp,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
937,27,VERYHIGH,Favites pentagona,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,sampled,dead,NA,NA,NA,NA
938,27,VERYHIGH,Porites lobata,NA,NA,NA,NA,NA,bleaching2,bleaching2,gone,NA,NA,NA,NA,NA,NA
939,27,VERYHIGH,Platygyra sp,NA,NA,NA,NA,NA,platy,barely alive,dead,NA,NA,NA,NA,NA,NA
940,27,VERYHIGH,favia sp,NA,NA,NA,NA,NA,platy,dead,NA,NA,NA,NA,NA,NA,NA
941,27,VERYHIGH,Platygyra sp,NA,NA,NA,NA,NA,platy,barely alive,dead,NA,NA,NA,NA,NA,NA
942_1458,27,VERYHIGH,favia sp,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,*Gone or Dead,sampled,NA,NA,NA,NA
943_1454,30,VERYHIGH,Pocillopora eydouxi,NA,NA,NA,NA,NA,bleaching3_2018run,barely alive,2017samples,sampled,sampled,NA,NA,NA,NA
944,30,VERYHIGH,Montipora foliosa,NA,NA,NA,NA,NA,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA
945,5,VERYLOW,Montipora foliosa,NA,NA,NA,NA,NA,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
948,5,VERYLOW,Montipora foliosa,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
950,34,MED,Montipora foliosa,NA,NA,NA,NA,NA,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA
951,34,MED,Porites lobata,NA,NA,NA,NA,NA,bleaching2,bleaching2,2017samples,NA,NA,NA,NA,NA,NA
952,34_DEEP,-,Porites lobata,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA
953,34_DEEP,-,Porites lobata,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA
954,34_DEEP,-,Porites lobata,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA
955,34_DEEP,-,Porites lobata,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA
956,34_DEEP,-,Porites lobata,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA
957,34_DEEP,-,Porites lobata,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA
958,34_DEEP,-,Porites lobata,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA
959,34_DEEP,-,Porites lobata,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA
960,9,LOW,Porites lobata,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA
961,9,LOW,Porites lobata,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA
962,9,LOW,Porites lobata,NA,NA,NA,NA,NA,bleaching3_2018run,NA,2017samples,NA,NA,NA,NA,NA,NA
963,9,LOW,Porites lobata,NA,NA,NA,NA,NA,bleaching3_2018run,NA,2017samples,NA,NA,NA,NA,NA,NA
964,9,LOW,Porites lobata,NA,NA,NA,NA,NA,bleaching3_2018run,NA,2017samples,NA,NA,NA,NA,NA,NA
965,9,LOW,Porites lobata,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA
966,9,LOW,Porites lobata,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA
967,9,LOW,Porites lobata,NA,NA,NA,NA,NA,bleaching3_2018run,NA,2017samples,NA,NA,NA,NA,NA,NA
968,9,LOW,Porites lobata,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA
969,9,LOW,Porites lobata,NA,NA,NA,NA,NA,bleaching3_2018run,NA,2017samples,NA,NA,NA,NA,NA,NA
970,9,LOW,Porites lobata,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
971b,38,LOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,*Confirmed dead,NA,NA,NA,NA,NA
972,-,-,*not sure what happened to this tag - probably lost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
973,33,MED,Porites lobata,NA,NA,NA,NA,NA,sampled,sampled,2017samples,NA,sampled,NA,NA,NA,NA
974,33,MED,Porites lobata,NA,NA,NA,NA,NA,sampled,sampled,2017samples,NA,sampled,NA,NA,NA,NA
975,33,MED,Porites lobata,NA,NA,NA,NA,NA,sampled,sampled,2017samples,NA,sampled,NA,NA,NA,NA
976,33,MED,Porites lobata,NA,NA,NA,NA,NA,sampled,sampled,2017samples,NA,NA,NA,NA,NA,NA
977,33,MED,Porites lobata,NA,NA,NA,NA,NA,sampled,sampled,2017samples,NA,NA,NA,NA,NA,NA
978_1358,33,MED,Porites lobata,NA,NA,NA,NA,NA,sampled,sampled,2017samples,NA,sampled,NA,NA,NA,NA
979,33,MED,Porites lobata,NA,NA,NA,NA,NA,sampled,sampled,2017samples,NA,NA,NA,NA,NA,NA
980,33,MED,Porites lobata,NA,NA,NA,NA,NA,sampled,sampled,2017samples,NA,NA,NA,NA,NA,NA
981,40,HIGH,Porites lobata,NA,NA,NA,NA,NA,bleaching3_2018run,bleaching2,2017samples,NA,NA,NA,NA,NA,NA
982,40,HIGH,Porites lobata,NA,NA,NA,NA,NA,bleaching3_2018run,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
983,40,HIGH,Porites lobata,NA,NA,NA,NA,NA,bleaching3_2018run,NA,2017samples,NA,NA,NA,NA,NA,NA
983b,40,HIGH,Porites lobata,NA,NA,NA,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA
984,40,HIGH,Porites lobata,NA,NA,NA,NA,NA,bleaching3_2018run,bleaching2,NA,NA,NA,NA,NA,NA,NA
985,40,HIGH,Porites lobata,NA,NA,NA,NA,NA,bleaching3_2018run,bleaching2,2017samples,NA,NA,NA,NA,NA,NA
986,30_DEEP,-,Porites lobata,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA
987,30_DEEP,-,Porites lobata,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA
988,30_DEEP,-,Porites lobata,NA,NA,NA,NA,NA,bleaching3_2018run,bleaching2,NA,NA,NA,NA,NA,NA,NA
989,30_DEEP,-,Porites lobata,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA
990,30_DEEP,-,Porites lobata,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA
991,33,MED,Porites lobata,NA,NA,NA,NA,NA,sampled,sampled,NA,NA,NA,NA,NA,NA,NA
992,33,MED,Porites lobata,NA,NA,NA,NA,NA,sampled,sampled,2017samples,NA,sampled,NA,NA,NA,NA
993,40,HIGH,Porites lobata,NA,NA,NA,NA,NA,bleaching3_2018run,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
994,40,HIGH,Porites lobata,NA,NA,NA,NA,NA,bleaching3_2018run,barely alive,2017samples,sampled,NA,NA,NA,NA,NA
995,40,HIGH,Montipora foliosa,NA,NA,NA,NA,NA,bleaching3_2018run,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
996,40,HIGH,Porites lobata,NA,NA,NA,NA,NA,bleaching3_2018run,bleaching2,2017samples,sampled,NA,NA,NA,NA,NA
997,40,HIGH,Pocillopora eydouxi,NA,NA,NA,NA,NA,bleaching2,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
998,40,HIGH,Porites lobata,NA,NA,NA,NA,NA,bleaching3_2018run,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
999,40,HIGH,Porites lobata,NA,NA,NA,NA,NA,bleaching3_2018run,bleaching2,2017samples,sampled,NA,NA,NA,NA,NA
-,-,-,*tag used as zspar practice in 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1001,30_DEEP,-,Porites lobata,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA
1002,30_DEEP,-,Porites lobata,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA
1003,30_DEEP,-,Porites lobata,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA
1004,37,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,bleaching2,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
1005,37,VERYLOW,Platygyra sp,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
1006,37,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,bleaching2,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
1007,37,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,bleaching2,bleaching2,*confirmed gone,NA,NA,NA,NA,NA,NA
1008,37,VERYLOW,Platygyra sp,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
1009,37,VERYLOW,Favites pentagona,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
1010,37,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,bleaching2,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
1011,37,VERYLOW,Platygyra sp,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
1012,37,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,bleaching3_2018run,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1013,37,VERYLOW,Platygyra sp,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,NA,sampled,NA,NA,NA,NA
1014,37,VERYLOW,favia sp,NA,NA,NA,NA,NA,platy,NA,2017samples,NA,NA,NA,NA,NA,NA
1015,37,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,bleaching2,bleaching2,NA,NA,sampled,NA,NA,NA,NA
1016a_1346,37,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,bleaching2,bleaching2,NA,sampled,sampled,NA,NA,NA,NA
1016b,37,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1017,37,VERYLOW,Platygyra sp,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
1018,37,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,bleaching2,bleaching2,NA,NA,sampled,NA,NA,NA,NA
1019,37,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,bleaching2,bleaching2,2017samples,NA,sampled,NA,NA,NA,NA
1020,37,VERYLOW,Platygyra sp,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
1021,37,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,bleaching2,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
1022,37,VERYLOW,Platygyra sp,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,NA,sampled,NA,NA,NA,NA
1023,37,VERYLOW,Platygyra sp,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,NA,sampled,NA,NA,NA,NA
1024_1341,37,VERYLOW,Platygyra sp,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,NA,sampled,NA,NA,NA,NA
1025,37,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,bleaching2,bleaching2,2017samples,NA,sampled,NA,NA,NA,NA
1026,37,VERYLOW,favia sp,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,NA,NA,NA,NA,NA,NA
1027_1342,37,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,bleaching2,bleaching2,2017samples,NA,sampled,NA,NA,NA,NA
1028,37,VERYLOW,Platygyra sp,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,NA,sampled,NA,NA,NA,NA
1029,37,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,bleaching2,bleaching2,NA,NA,sampled,NA,NA,NA,NA
1029b,37,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1029c,37,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA
1030,37,VERYLOW,Platygyra sp,NA,NA,NA,NA,NA,platy,NA,NA,NA,sampled,NA,NA,NA,NA
1030b_1345,37,VERYLOW,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,sampled,NA,NA,NA,NA
